budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
3500000, Comedy Romance,,11363, brotherbrotherrelationship taxi exgirlfriend loveofoneslife bre broker independentfilm wedding,en,She's the One,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",8.406025,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-26,9482579,96.0,Released,A romantic comedy about two brothers... and the one thing that came between them.,She's the One,5.7,70
3600000, Horror Comedy Fantasy,,765, deer bloodsplatter taperecorder chainsaw spirit violence overthetop shotinthearm bookofthedead evildead eyeball necronomicon tarmac meatcleaver shotthroughawall,en,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,35.674774,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-03-13,5923044,84.0,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742
1000000, TVMovie Horror,http://www.theasylum.cc/product.php?id=230,205321, california helicopter beach tornado hurricane attack blood chainsaw storm explosion danger shark tvmovie flood,en,Sharknado,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",20.466433,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-11,0,86.0,Released,Enough said!,Sharknado,3.8,476
3500000, Fantasy Horror,http://trolljegeren.no/,46146, hunter mountains wilderness adventure forest secretgovernmentorganization huntingtrip wildlife conspiracy troll mockumentary foundfootage aftercreditsstinger,nb,Trolljegeren,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",12.982319,"[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",2010-10-29,4159678,103.0,Released,You believe it when you see it!,Troll Hunter,6.7,583
3500000, Comedy Drama,,14256, independentfilm bookeditor,en,Winter Passing,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",3.643608,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-07,113783,98.0,Released,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28
3500000, Action,,540, comingout covertoperation lesbian femaleprotagonist inthecloset basedonshortfilm lgbt metrosexual subversion femaleagent schoolgirluniform punkrocker lipsynching pla thesis germangirl frenchgirl womandirector spyspoof,en,D.E.B.S.,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,6.396936,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-21,0,91.0,Released,Evil is so totally busted!,D.E.B.S.,5.6,90
3500000, Crime Drama Mystery Thriller,,20055, knapping revelation murder theft trust criminal warehouse psycho flashback,en,The Betrayed,Kidnappers force a young mother (Melissa George) to recover money stolen by her shady husband (Christian Campbell).,1.348114,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-27,0,98.0,Released,What she doesn't know could kill her.,The Betrayed,5.2,10
3500000, Horror Thriller Mystery,,39303, thriller forensic,en,2:13,"A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.",1.271621,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-25,0,96.0,Released,Killers Are Not Born ... They Are Made,2:13,4.6,10
3500000, Action Animation,,142061, dccomics future joker robin basedongraphicnovel dystopicfuture superpowers,en,"Batman: The Dark Knight Returns, Part 2",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,25.891466,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-18,0,78.0,Released,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,"Batman: The Dark Knight Returns, Part 2",7.9,419
3500000, Documentary,http://www.timetochoose.com,370662, climatechange documentary,en,Time to Choose,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.",1.618138,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-04,0,100.0,Released,Climate change for good.,Time to Choose,0.0,0
3500000, Action Drama Thriller,,256740,,en,Wicked Blood,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.",3.158056,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-04,0,92.0,Released,The Ultimate Endgame,Wicked Blood,5.3,37
3440000, Crime Mystery Thriller,,241766, wifehusbandrelationship gangster mysteriouskiller,en,Lords of London,"Tony is a notorious gangster with a big problem. He has woken up in an abandoned farmhouse, with blood on his shirt, and no memory of how he got there. He stumbles into a small town and discovers he’s in an Italian village that seems to be lost in time.",1.913302,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-01-06,0,90.0,Released,"In this city, crime is a family business.",Lords of London,3.6,6
3400000, Comedy Music,,12535, industrialist vertigo hitman lighthouse spoof hitchcockian,en,High Anxiety,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",5.690619,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-12-25,31063038,94.0,Released,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84
8000000, Documentary Family,http://empereur.luc-jacquet.com/index_flash.htm,1667, parentsksrelationship penguin brood autonomy egg survival snow antarctic,fr,La Marche de l'empereur,"Every year, thousands of Antartica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.",17.537154,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2005-01-26,127392239,80.0,Released,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,358
3500000, Thriller Drama,http://www.margincallmovie.com/,50839, capitalism brokerage wallstreet downsizing financialcrisis stockmarket stockmarketcrash stcentury investment,en,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,26.259389,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-28,19504039,107.0,Released,Be first. Be smarter. Or cheat.,Margin Call,6.7,524
3000000, Comedy Drama,,13973, stripclub alzheimer sexaddiction,en,Choke,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,11.637458,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-26,3830137,92.0,Released,From the author of Fight Club,Choke,6.0,127
3300000, Drama,http://sonyclassics.com/whiplash/,244786, jazz obsession conservatory musicteacher newyorkcity violence montage drummer publichumiliation jazzband youngadult musicschool,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-10,13092000,105.0,Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254
3300000, Drama Crime,http://cidadededeus.globo.com/,598, malenudity streetgang brazilian photographer s puberty ghetto gangwar comingofage womandirector s,pt,Cidade de Deus,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",44.356711,"[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-02-05,30641770,130.0,Released,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,1814
600000, Comedy Drama,,11129, sex salesclerk fastfoodrestaurant boredom relationshipproblems party relationship drug alcoholabuse fashion groupoffriends,en,Human Traffic,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",4.859873,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",1999-06-04,4000000,99.0,Released,The Weekend has Landed!,Human Traffic,6.8,97
3400000, Drama Music,http://www.reneethemovie.com/,75861, depression biography drug,en,To Write Love on Her Arms,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",6.723057,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-13,0,118.0,Released,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,47
3800000, Drama,,103663, fathersonrelationship denmark lie pedophilia kindergarten father deer children teacher school pedophile divorce hunting,da,Jagten,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",21.826888,"[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]",2012-08-28,16800000,115.0,Released,The lie is spreading.,The Hunt,7.9,927
4300000, Action Drama Horror Crime Thriller,,11564, usa femalenudity detective musicteacher nudity punk highschool vigilante violenceinschools murder independentfilm teacher gang lesbian gangrape juveniledelinquent punkband canuxploitation,en,Class of 1984,"Andy is a new teacher at a inner city high school that is like nothing he has ever seen before. There is metal detectors at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.",5.643023,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1982-08-20,0,98.0,Released,Class of 1984. Is this the future?,Class of 1984,6.2,66
3300000, Comedy,,301748, bet divorce gender battleofthesexes lifecompetition,en,Opposite Sex,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, ""A Bet's a Bet!""",2.964785,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-11-08,45000,96.0,Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9
3200000, Horror Drama Mystery,,805, antichrist contemporarysetting laundry occult demonicpossession sataniccult luckycharm womaninjeopardy eatingdisorder catholicpriest,en,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,26.180367,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1968-06-12,33395426,136.0,Released,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863
3200000, Western,,11697, gunslinger showdown funeral legend toshootdead outlaw lawyer pistol rancher stagecoach cowboy,en,The Man Who Shot Liberty Valance,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",11.735287,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1962-04-22,8000000,123.0,Released,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,The Man Who Shot Liberty Valance,7.4,265
3200000, Drama Romance Comedy,http://focusfeatures.com/beginners,55347, gay lossofmother secret comingout lossoffather cancer lgbtelderly,en,Beginners,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",11.933449,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-11,5332926,105.0,Released,This is what love feels like.,Beginners,6.8,347
2700000, Comedy,http://www.animalhouse.com/,8469, sex nudity college fraternity grossoutcomedy dean fraternityhouse probation s collegefreshman anarchiccomedy,en,Animal House,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",17.332585,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-07-27,141000000,109.0,Released,It was the Deltas against the rules... the rules lost!,Animal House,7.0,418
2500000, Adventure Action Thriller,http://www.mgm.com/view/movie/760/Goldfinger/,658, secretorganization secretintelligenceservice nuclearradiation fortknox astonmartin secretlab kentucky gasattack airplane britishsecretservice duringcreditsstinger,en,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-09-17,124881062,110.0,Released,Everything he touches turns into excitement!,Goldfinger,7.2,987
2400000, ScienceFiction Horror,http://www.lucasclinic.com/,125490, injection celebrity satire nearfuture metamorphosis technoir virus bodyhorror,en,Antiviral,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .",11.753553,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2012-09-19,0,110.0,Released,What If You Could Feel Like They Do ...,Antiviral,5.7,112
3180000, Drama Family Fantasy,,1585, holay angel basedonnovel bank suiceattempt smalltown christmastree greatdepression christmaseve feelgoodending guardianangel christmas,en,It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",42.868495,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1946-12-20,9644124,130.0,Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8.0,1076
4000000, Drama Crime,http://www.miramax.com/movie/trainspotting/,627, londonengland alcohol sex basedonnovel drugaddiction drugdealer nightclub junkie heroin coldturkey modernsociety hallucination friendship surrealism darkcomedy stealing monologue cultfilm recoveringdrugaddict illegaldrugs drugdeal drugrehabilitation drugculture antihero,en,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",63.513324,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1996-02-23,16491080,93.0,Released,Choose life.,Trainspotting,7.8,2655
3000000, Horror Thriller,http://www.paranormalmovie.com/trailer/,41436, ouijaboard haunting demonicpossession foundfootage duringcreditsstinger,en,Paranormal Activity 2,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",22.789649,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-20,177512032,91.0,Released,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,722
4000000, Documentary,http://www.bowlingforcolumbine.com/index.php,1430, usa canada gun homice toshootdead checksandbalances columbine oklahomacitybombing gunviolence personrunningamok,en,Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.414843,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-09,35564473,120.0,Released,One nation under the gun.,Bowling for Columbine,7.3,453
3000000, Horror,,10014, gay dancing fire diary nightmare hauntedhouse transformation supernatural highschool party possession premonition spontaneouscombustion bdsm schoolbus disfigurement sleepwalking dreams,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",21.607228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-10-31,29999213,87.0,Released,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
3000000, ScienceFiction Horror Thriller,,158015, dystopia barricade homeinvasion constitutionalconvention legalizedmurder socialallegory,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",54.403033,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-31,89328627,86.0,Released,"One night a year, all crime is legal.",The Purge,6.0,2428
3000000, Horror Thriller Mystery,,82507, drowning pennsylvania childmurderer carsetonfire murder bagoverhead massacre poweroutage hangedman heldcaptive hanging death attic noopeningcredits super ghostchild filmedkilling crimenovelist,en,Sinister,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",41.045084,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-03-29,77712439,110.0,Released,"Once you see him, nothing can save you.",Sinister,6.7,1573
3000000, Drama Romance,,261, indivual suice southernusa adultery mississippi depression jealousy wifehusbandrelationship dyinganddeath alcoholic,en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",16.553594,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1958-02-17,17570324,108.0,Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165
3000000, Adventure ScienceFiction Mystery,,1685, mutant dystopia survivor astronaut ape science worship,en,Beneath the Planet of the Apes,"Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.",24.393296,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1970-05-01,18999718,95.0,Released,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,361
3000000, Comedy Family Drama,,20737, clown goldenretriever dogactor,en,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",11.241802,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-01,23144499,98.0,Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106
16000000, Adventure Fantasy Animation Action Family,http://movies.warnerbros.com/pk3/,10991, mountains mountainvillage friendship basedontvseries youngboy pokuemon bestfriend fighting basedonveogame pikachu anime,ja,Pokémon 3: The Movie,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",9.18885,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2000-07-08,68411275,93.0,Released,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,137
3000000, Horror Mystery Thriller,,10225, lightning cemetery mask slasher jasonvorhees,en,Friday the 13th Part VI: Jason Lives,"As a child, Tommy killed mass-murderer Jason. But now, years later, he is tormented by the fear that maybe Jason isn’t really dead. Determined to finish off the infamous killer once and for all, Tommy and a friend dig up Jason’s corpse in order to cremate him. Unfortunately, things go seriously awry, and Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.",11.158167,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-08-01,19472057,86.0,Released,Kill or be killed!,Friday the 13th Part VI: Jason Lives,5.7,216
3000000, Drama History War,,826, japan resistance japanese river prisonersofwar thailand brge officer,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",23.109959,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1957-10-02,33300000,161.0,Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,7.7,542
2000000, Comedy Crime Thriller,,5854, fortuneteller knapping falseentity heir spiritualist,en,Family Plot,Lighthearted suspense film about a phony psychic/con artist and her taxi driver/private investigator boyfriend who encounter a pair of serial kidnappers while trailing a missing heir in California.,3.832858,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-04-09,7900000,121.0,Released,There’s no body in the family plot.,Family Plot,6.7,86
3000000, Comedy Drama Romance,,284, newyork newyearseve lovesickness agedifference suiceattempt office flat spaghetti christmasparty winter clerk tennisracket romanticcomedy extramaritalaffair,en,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",22.889294,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1960-06-15,25000000,125.0,Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483
3000000, Fantasy Horror Thriller,,10285, malenudity femalenudity waitress camping nudity psychopath sequel murder independentfilm serialkiller diner slasher seriesofmurders violence hockeymask jasonvorhees madman,en,Jason Goes to Hell: The Final Friday,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed.",10.341982,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-08-13,15938065,87.0,Released,Evil has finally found a home.,Jason Goes to Hell: The Final Friday,4.2,193
3000000, Mystery Thriller,,5780, coldwar eastgermany,en,Torn Curtain,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,7.924982,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1966-07-13,13000000,128.0,Released,It tears you apart with suspense!,Torn Curtain,6.4,120
3000000, Drama Music Romance,,29463,,en,Krush Groove,"Russell Walker is a young, successful manager of rap performers, handling acts for the Krush Groove label, including Run-DMC and The Fat Boys. When Run-D.M.C. has a hit record and Russell needs more money to press more copies, he borrows it from a street hustler and soon regrets his decision.",0.720091,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-10-25,0,97.0,Released,It's chillin'!,Krush Groove,7.0,11
3000000, Drama,,22013, evangelist revivalism,en,Elmer Gantry,An ex-football player becomes a popular evangelist in the 1920s Midwest.,6.734965,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1960-06-19,10400000,146.0,Released,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,Elmer Gantry,7.3,41
3000000, Drama History,,821, judge concentrationcamp worldwarii nazis courtcase nationalsocialism nationalsocialistparty nurembergtrials rightandjustice trial,en,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",13.338539,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-12-01,10000000,186.0,Released,The event the world will never forget,Judgment at Nuremberg,7.6,155
3000000, Western,,3089, texas dangerous kansas cattledrive revenge cattle adoptedchild cattleempire,en,Red River,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",5.344815,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1948-08-26,9012000,133.0,Released,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,7.3,82
3000000, Romance Drama,,132344, hotel airport hotelroom greece dream greek friends author writer summervacation twins,en,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,23.299907,"[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-05,11176469,108.0,Released,Everything's better with maturity.,Before Midnight,7.4,568
3000000, Action Horror ScienceFiction Thriller,http://phantasm.com,15158, portal undertaker evil tallman sentinals,en,Phantasm II,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",5.003615,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-07-08,7282851,97.0,Released,The ball is back!,Phantasm II,6.3,94
