,guest,hotel,discount,price,earning
1672,guest_965,hotel_272,0.14,180,154.8
1673,guest_1157,hotel_76,0.0,134,134.0
1674,guest_3977,hotel_98,0.11,201,178.89000000000001
1675,guest_2673,hotel_101,0.09,158,143.78
1676,guest_2565,hotel_222,0.17,231,191.73
1677,guest_3197,hotel_134,0.11,69,61.410000000000004
1678,guest_2751,hotel_110,0.12,140,123.2
1679,guest_3797,hotel_117,0.18,282,231.24
1680,guest_1646,hotel_204,0.13,93,80.91
1681,guest_2034,hotel_73,0.16,259,217.56
1682,guest_1735,hotel_22,0.19,61,49.410000000000004
1683,guest_3699,hotel_344,0.08,98,90.16000000000001
1684,guest_2835,hotel_243,0.09,123,111.93
1685,guest_1739,hotel_3,0.18,141,115.62
1686,guest_1845,hotel_251,0.14,109,93.74
1687,guest_1842,hotel_286,0.09,207,188.37
1688,guest_3975,hotel_311,0.13,253,220.10999999999999
1689,guest_2991,hotel_94,0.08,112,103.04
1690,guest_2557,hotel_2,0.12,92,80.96
1691,guest_2498,hotel_333,0.16,170,142.79999999999998
1692,guest_975,hotel_237,0.11,249,221.61
1693,guest_3034,hotel_208,0.17,81,67.22999999999999
1694,guest_3167,hotel_7,0.18,69,56.580000000000005
1695,guest_821,hotel_346,0.11,175,155.75
1696,guest_2773,hotel_305,0.12,74,65.12
1697,guest_1881,hotel_232,0.07,209,194.36999999999998
1698,guest_1612,hotel_69,0.09,230,209.3
1699,guest_2930,hotel_214,0.0,79,79.0
1700,guest_1156,hotel_371,0.13,168,146.16
1701,guest_1902,hotel_19,0.1,113,101.7
1702,guest_895,hotel_22,0.17,61,50.629999999999995
1703,guest_3724,hotel_276,0.12,245,215.6
1704,guest_3561,hotel_275,0.0,159,159.0
1705,guest_3841,hotel_57,0.11,134,119.26
1706,guest_2870,hotel_272,0.09,180,163.8
1707,guest_3905,hotel_165,0.14,102,87.72
1708,guest_3675,hotel_82,0.03,259,251.23
1709,guest_1356,hotel_331,0.06,236,221.83999999999997
1710,guest_3463,hotel_110,0.06,140,131.6
1711,guest_1657,hotel_231,0.11,285,253.65
1712,guest_2729,hotel_130,0.01,146,144.54
1713,guest_3541,hotel_175,0.03,120,116.39999999999999
1714,guest_2297,hotel_226,0.05,166,157.7
1715,guest_498,hotel_192,0.13,95,82.65
1716,guest_2468,hotel_138,0.19,212,171.72
1717,guest_1909,hotel_1,0.18,273,223.86
1718,guest_3492,hotel_185,0.14,273,234.78
1719,guest_1421,hotel_284,0.03,231,224.07
1720,guest_3498,hotel_29,0.12,145,127.6
1721,guest_2626,hotel_126,0.04,192,184.32
1722,guest_2413,hotel_123,0.17,209,173.47
1723,guest_642,hotel_350,0.11,56,49.84
1724,guest_145,hotel_183,0.17,154,127.82
1725,guest_449,hotel_245,0.08,290,266.8
1726,guest_2881,hotel_205,0.16,183,153.72
1727,guest_2418,hotel_144,0.01,59,58.41
1728,guest_528,hotel_145,0.17,127,105.41
1729,guest_3532,hotel_92,0.1,59,53.1
1730,guest_197,hotel_227,0.12,201,176.88
1731,guest_355,hotel_317,0.07,127,118.10999999999999
1732,guest_1972,hotel_61,0.02,157,153.85999999999999
1733,guest_3237,hotel_17,0.17,121,100.42999999999999
1734,guest_3121,hotel_213,0.05,256,243.2
1735,guest_1738,hotel_14,0.02,195,191.1
1736,guest_41,hotel_182,0.11,176,156.64000000000001
1737,guest_1700,hotel_331,0.17,236,195.88
1738,guest_1626,hotel_67,0.06,197,185.17999999999998
1739,guest_3263,hotel_114,0.17,178,147.73999999999998
1740,guest_2706,hotel_9,0.02,227,222.46
1741,guest_1903,hotel_336,0.1,235,211.5
1742,guest_1478,hotel_325,0.15,212,180.2
1743,guest_2824,hotel_317,0.06,127,119.38
1744,guest_224,hotel_26,0.13,55,47.85
1745,guest_2361,hotel_317,0.15,127,107.95
1746,guest_607,hotel_66,0.07,225,209.25
1747,guest_3737,hotel_53,0.07,56,52.08
1748,guest_3528,hotel_117,0.04,282,270.71999999999997
1749,guest_1752,hotel_213,0.14,256,220.16
1750,guest_1226,hotel_188,0.18,242,198.44000000000003
1751,guest_2714,hotel_328,0.08,195,179.4
1752,guest_3420,hotel_221,0.11,197,175.33
1753,guest_1414,hotel_259,0.02,219,214.62
1754,guest_1777,hotel_374,0.13,176,153.12
1755,guest_1693,hotel_392,0.17,210,174.29999999999998
1756,guest_2102,hotel_353,0.17,197,163.51
1757,guest_1378,hotel_366,0.16,120,100.8
1758,guest_3025,hotel_385,0.18,228,186.96
1759,guest_1269,hotel_83,0.11,208,185.12
1760,guest_417,hotel_268,0.02,73,71.53999999999999
1761,guest_2381,hotel_106,0.19,297,240.57000000000002
1762,guest_2921,hotel_100,0.15,160,136.0
1763,guest_1768,hotel_312,0.14,286,245.96
1764,guest_630,hotel_190,0.18,50,41.0
1765,guest_1874,hotel_346,0.1,175,157.5
1766,guest_3785,hotel_374,0.04,176,168.95999999999998
1767,guest_1053,hotel_359,0.19,163,132.03
1768,guest_1276,hotel_196,0.18,96,78.72
1769,guest_3654,hotel_303,0.14,160,137.6
1770,guest_1641,hotel_270,0.04,273,262.08
1771,guest_3738,hotel_153,0.09,90,81.9
1772,guest_1191,hotel_387,0.17,85,70.55
1773,guest_3697,hotel_384,0.04,126,120.96
1774,guest_3321,hotel_397,0.01,68,67.32
1775,guest_73,hotel_15,0.06,56,52.64
1776,guest_3035,hotel_373,0.08,261,240.12
1777,guest_2512,hotel_221,0.03,197,191.09
1778,guest_111,hotel_105,0.08,132,121.44000000000001
1779,guest_1047,hotel_337,0.19,75,60.75000000000001
1780,guest_2975,hotel_144,0.08,59,54.28
1781,guest_3564,hotel_56,0.1,202,181.8
1782,guest_2256,hotel_343,0.14,217,186.62
1783,guest_1441,hotel_200,0.1,186,167.4
1784,guest_1075,hotel_4,0.14,157,135.02
1785,guest_2350,hotel_320,0.17,56,46.48
1786,guest_2184,hotel_376,0.05,238,226.1
1787,guest_2288,hotel_277,0.18,281,230.42000000000002
1788,guest_3903,hotel_115,0.08,244,224.48000000000002
1789,guest_2951,hotel_304,0.06,140,131.6
1790,guest_2445,hotel_140,0.19,204,165.24
1791,guest_1595,hotel_20,0.17,183,151.89
1792,guest_14,hotel_228,0.06,196,184.23999999999998
1793,guest_831,hotel_162,0.12,258,227.04
1794,guest_26,hotel_216,0.01,212,209.88
1795,guest_3440,hotel_53,0.15,56,47.6
1796,guest_625,hotel_273,0.17,66,54.779999999999994
1797,guest_608,hotel_336,0.1,235,211.5
1798,guest_671,hotel_283,0.13,71,61.77
1799,guest_2317,hotel_217,0.1,292,262.8
1800,guest_2848,hotel_383,0.0,178,178.0
1801,guest_1973,hotel_47,0.13,54,46.98
1802,guest_2249,hotel_313,0.01,183,181.17
1803,guest_3020,hotel_287,0.0,160,160.0
1804,guest_700,hotel_387,0.17,85,70.55
1805,guest_1082,hotel_131,0.13,252,219.24
1806,guest_2118,hotel_348,0.17,167,138.60999999999999
1807,guest_1716,hotel_307,0.12,258,227.04
1808,guest_3305,hotel_191,0.17,250,207.5
1809,guest_283,hotel_392,0.09,210,191.1
1810,guest_1928,hotel_134,0.04,69,66.24
1811,guest_2602,hotel_200,0.06,186,174.84
1812,guest_455,hotel_314,0.05,277,263.15
1813,guest_900,hotel_99,0.07,187,173.91
1814,guest_2356,hotel_193,0.09,179,162.89000000000001
1815,guest_1352,hotel_353,0.18,197,161.54000000000002
1816,guest_1955,hotel_211,0.19,102,82.62
1817,guest_522,hotel_228,0.13,196,170.52
1818,guest_176,hotel_144,0.1,59,53.1
1819,guest_3298,hotel_176,0.13,297,258.39
1820,guest_1942,hotel_90,0.14,85,73.1
1821,guest_3816,hotel_201,0.15,268,227.79999999999998
1822,guest_1128,hotel_342,0.1,139,125.10000000000001
1823,guest_545,hotel_264,0.11,153,136.17000000000002
1824,guest_2483,hotel_100,0.19,160,129.60000000000002
1825,guest_494,hotel_212,0.1,205,184.5
1826,guest_64,hotel_297,0.07,261,242.73
1827,guest_1480,hotel_248,0.02,208,203.84
1828,guest_1859,hotel_105,0.16,132,110.88
1829,guest_2839,hotel_60,0.14,242,208.12
1830,guest_1992,hotel_343,0.18,217,177.94000000000003
1831,guest_2992,hotel_31,0.04,198,190.07999999999998
1832,guest_532,hotel_313,0.14,183,157.38
1833,guest_1110,hotel_94,0.11,112,99.68
1834,guest_2830,hotel_323,0.14,140,120.39999999999999
1835,guest_3629,hotel_173,0.09,97,88.27
1836,guest_1182,hotel_67,0.01,197,195.03
1837,guest_3363,hotel_395,0.02,211,206.78
1838,guest_989,hotel_21,0.13,212,184.44
1839,guest_2434,hotel_260,0.06,197,185.17999999999998
1840,guest_3760,hotel_244,0.04,143,137.28
1841,guest_1560,hotel_126,0.04,192,184.32
1842,guest_1869,hotel_381,0.04,276,264.96
1843,guest_1649,hotel_97,0.15,288,244.79999999999998
1844,guest_1434,hotel_392,0.09,210,191.1
1845,guest_3072,hotel_173,0.1,97,87.3
1846,guest_955,hotel_143,0.08,202,185.84
1847,guest_3578,hotel_54,0.01,238,235.62
1848,guest_2903,hotel_79,0.15,75,63.75
1849,guest_914,hotel_216,0.19,212,171.72
1850,guest_1150,hotel_344,0.02,98,96.03999999999999
1851,guest_3657,hotel_272,0.1,180,162.0
1852,guest_656,hotel_5,0.08,298,274.16
1853,guest_173,hotel_217,0.0,292,292.0
1854,guest_1785,hotel_122,0.11,167,148.63
1855,guest_2,hotel_398,0.0,102,102.0
1856,guest_369,hotel_378,0.06,194,182.35999999999999
1857,guest_1725,hotel_165,0.06,102,95.88
1858,guest_3234,hotel_319,0.09,278,252.98000000000002
1859,guest_2396,hotel_185,0.1,273,245.70000000000002
1860,guest_1798,hotel_266,0.09,169,153.79
1861,guest_444,hotel_389,0.15,98,83.3
1862,guest_3674,hotel_105,0.13,132,114.84
1863,guest_469,hotel_333,0.11,170,151.3
1864,guest_3743,hotel_320,0.16,56,47.04
1865,guest_2849,hotel_39,0.11,274,243.86
1866,guest_3249,hotel_232,0.01,209,206.91
1867,guest_3118,hotel_242,0.05,57,54.15
1868,guest_667,hotel_391,0.07,200,186.0
1869,guest_1296,hotel_300,0.16,209,175.56
1870,guest_2980,hotel_155,0.08,65,59.800000000000004
1871,guest_1438,hotel_168,0.05,298,283.09999999999997
1872,guest_2788,hotel_394,0.01,291,288.09
1873,guest_1230,hotel_218,0.02,93,91.14
1874,guest_2947,hotel_74,0.12,278,244.64000000000001
1875,guest_3908,hotel_112,0.12,82,72.16
1876,guest_438,hotel_91,0.15,192,163.2
1877,guest_418,hotel_50,0.01,208,205.92
1878,guest_1485,hotel_268,0.19,73,59.13
1879,guest_92,hotel_82,0.16,259,217.56
1880,guest_2409,hotel_114,0.15,178,151.29999999999998
1881,guest_836,hotel_104,0.19,73,59.13
1882,guest_2092,hotel_185,0.06,273,256.62
1883,guest_698,hotel_85,0.14,293,251.98
1884,guest_195,hotel_304,0.09,140,127.4
1885,guest_1587,hotel_89,0.02,200,196.0
1886,guest_640,hotel_255,0.13,182,158.34
1887,guest_288,hotel_39,0.16,274,230.16
1888,guest_204,hotel_306,0.16,203,170.51999999999998
1889,guest_3913,hotel_83,0.17,208,172.64
1890,guest_2041,hotel_56,0.06,202,189.88
1891,guest_1757,hotel_355,0.16,246,206.64
1892,guest_1960,hotel_118,0.19,181,146.61
1893,guest_143,hotel_281,0.13,165,143.55
1894,guest_2171,hotel_266,0.05,169,160.54999999999998
1895,guest_3159,hotel_57,0.01,134,132.66
1896,guest_1554,hotel_2,0.13,92,80.04
1897,guest_3334,hotel_336,0.07,235,218.54999999999998
1898,guest_2883,hotel_13,0.12,198,174.24
1899,guest_536,hotel_22,0.13,61,53.07
1900,guest_2044,hotel_6,0.05,58,55.099999999999994
1901,guest_1135,hotel_230,0.05,299,284.05
1902,guest_492,hotel_124,0.03,255,247.35
1903,guest_2440,hotel_159,0.11,209,186.01
1904,guest_2712,hotel_397,0.14,68,58.48
1905,guest_1880,hotel_40,0.04,98,94.08
1906,guest_2343,hotel_373,0.02,261,255.78
1907,guest_1630,hotel_173,0.0,97,97.0
1908,guest_3407,hotel_211,0.14,102,87.72
1909,guest_2683,hotel_344,0.11,98,87.22
1910,guest_2574,hotel_394,0.18,291,238.62
1911,guest_1748,hotel_270,0.09,273,248.43
1912,guest_1536,hotel_283,0.09,71,64.61
1913,guest_3464,hotel_341,0.0,298,298.0
1914,guest_2553,hotel_168,0.14,298,256.28
1915,guest_2503,hotel_249,0.11,57,50.730000000000004
1916,guest_2528,hotel_317,0.19,127,102.87
1917,guest_30,hotel_41,0.1,282,253.8
1918,guest_3575,hotel_388,0.02,286,280.28
1919,guest_767,hotel_138,0.0,212,212.0
1920,guest_720,hotel_282,0.12,241,212.08
1921,guest_2245,hotel_32,0.18,172,141.04000000000002
1922,guest_338,hotel_261,0.14,209,179.74
1923,guest_1552,hotel_223,0.0,291,291.0
1924,guest_1685,hotel_183,0.16,154,129.35999999999999
1925,guest_786,hotel_57,0.18,134,109.88000000000001
1926,guest_1676,hotel_295,0.12,76,66.88
1927,guest_2590,hotel_309,0.06,122,114.67999999999999
1928,guest_227,hotel_41,0.04,282,270.71999999999997
1929,guest_3542,hotel_127,0.15,279,237.15
1930,guest_973,hotel_218,0.11,93,82.77
1931,guest_1822,hotel_348,0.1,167,150.3
1932,guest_203,hotel_328,0.1,195,175.5
1933,guest_3884,hotel_328,0.14,195,167.7
1934,guest_66,hotel_110,0.15,140,119.0
1935,guest_511,hotel_209,0.03,233,226.01
1936,guest_678,hotel_128,0.07,171,159.03
1937,guest_2643,hotel_287,0.03,160,155.2
1938,guest_2353,hotel_153,0.19,90,72.9
1939,guest_3831,hotel_318,0.19,146,118.26
1940,guest_1996,hotel_370,0.11,229,203.81
1941,guest_3923,hotel_250,0.19,298,241.38000000000002
1942,guest_1544,hotel_23,0.19,54,43.74
1943,guest_7,hotel_180,0.07,224,208.32
1944,guest_3386,hotel_247,0.05,60,57.0
1945,guest_1392,hotel_130,0.19,146,118.26
1946,guest_6,hotel_296,0.09,91,82.81
1947,guest_1663,hotel_280,0.12,78,68.64
1948,guest_2790,hotel_12,0.04,224,215.04
1949,guest_1146,hotel_209,0.14,233,200.38
1950,guest_445,hotel_372,0.05,203,192.85
1951,guest_441,hotel_297,0.17,261,216.63
1952,guest_538,hotel_35,0.0,135,135.0
1953,guest_2686,hotel_372,0.15,203,172.54999999999998
1954,guest_2186,hotel_160,0.02,68,66.64
1955,guest_1830,hotel_50,0.13,208,180.96
1956,guest_2398,hotel_186,0.05,181,171.95
1957,guest_1292,hotel_65,0.08,226,207.92000000000002
1958,guest_3083,hotel_6,0.12,58,51.04
1959,guest_2046,hotel_392,0.02,210,205.79999999999998
1960,guest_2608,hotel_181,0.08,108,99.36
1961,guest_42,hotel_372,0.11,203,180.67000000000002
1962,guest_3993,hotel_23,0.06,54,50.76
1963,guest_161,hotel_107,0.03,281,272.57
1964,guest_658,hotel_196,0.02,96,94.08
1965,guest_777,hotel_300,0.08,209,192.28
1966,guest_4000,hotel_237,0.07,249,231.57
1967,guest_1963,hotel_356,0.09,208,189.28
1968,guest_1107,hotel_80,0.04,239,229.44
1969,guest_829,hotel_29,0.09,145,131.95000000000002
1970,guest_738,hotel_152,0.06,162,152.28
1971,guest_2293,hotel_387,0.1,85,76.5
1972,guest_3987,hotel_246,0.18,127,104.14000000000001
1973,guest_404,hotel_384,0.16,126,105.83999999999999
1974,guest_262,hotel_22,0.16,61,51.239999999999995
1975,guest_3588,hotel_219,0.19,79,63.99
1976,guest_2636,hotel_59,0.05,116,110.19999999999999
1977,guest_529,hotel_149,0.08,278,255.76000000000002
1978,guest_2243,hotel_17,0.09,121,110.11
1979,guest_1153,hotel_312,0.06,286,268.84
1980,guest_1489,hotel_372,0.03,203,196.91
1981,guest_1145,hotel_62,0.01,154,152.46
1982,guest_307,hotel_243,0.09,123,111.93
1983,guest_2760,hotel_234,0.09,211,192.01000000000002
1984,guest_1488,hotel_215,0.05,133,126.35
1985,guest_3569,hotel_306,0.12,203,178.64000000000001
1986,guest_1958,hotel_80,0.12,239,210.32
1987,guest_499,hotel_323,0.09,140,127.4
1988,guest_2837,hotel_71,0.07,175,162.75
1989,guest_3543,hotel_53,0.1,56,50.4
1990,guest_1098,hotel_328,0.11,195,173.55
1991,guest_11,hotel_247,0.0,60,60.0
1992,guest_2744,hotel_186,0.12,181,159.28
1993,guest_3839,hotel_91,0.07,192,178.56
1994,guest_2676,hotel_380,0.09,290,263.90000000000003
1995,guest_2806,hotel_38,0.15,135,114.75
1996,guest_1202,hotel_336,0.0,235,235.0
1997,guest_3949,hotel_262,0.02,68,66.64
1998,guest_3135,hotel_196,0.02,96,94.08
1999,guest_420,hotel_213,0.12,256,225.28
2000,guest_3655,hotel_352,0.01,276,273.24
2001,guest_2093,hotel_154,0.01,243,240.57
2002,guest_3453,hotel_194,0.18,115,94.30000000000001
2003,guest_1773,hotel_363,0.01,207,204.93
2004,guest_243,hotel_147,0.03,251,243.47
2005,guest_818,hotel_205,0.04,183,175.68
2006,guest_1178,hotel_356,0.13,208,180.96
2007,guest_2201,hotel_273,0.04,66,63.36
2008,guest_2628,hotel_285,0.12,208,183.04
2009,guest_1138,hotel_278,0.04,279,267.84
2010,guest_1962,hotel_12,0.0,224,224.0
2011,guest_3461,hotel_8,0.09,236,214.76000000000002
2012,guest_2367,hotel_318,0.03,146,141.62
2013,guest_3580,hotel_356,0.09,208,189.28
2014,guest_890,hotel_107,0.17,281,233.23
2015,guest_1304,hotel_322,0.12,229,201.52
2016,guest_2719,hotel_55,0.11,241,214.49
2017,guest_937,hotel_49,0.01,50,49.5
2018,guest_3635,hotel_29,0.19,145,117.45
2019,guest_2562,hotel_242,0.1,57,51.300000000000004
2020,guest_2829,hotel_129,0.12,85,74.8
2021,guest_3603,hotel_70,0.09,85,77.35000000000001
2022,guest_2577,hotel_197,0.16,125,105.0
2023,guest_3458,hotel_140,0.16,204,171.35999999999999
2024,guest_3840,hotel_345,0.04,136,130.56
2025,guest_3545,hotel_106,0.16,297,249.48
2026,guest_2326,hotel_278,0.02,279,273.42
2027,guest_3828,hotel_166,0.01,236,233.64
2028,guest_3741,hotel_236,0.06,145,136.29999999999998
2029,guest_823,hotel_140,0.01,204,201.96
2030,guest_3519,hotel_362,0.05,205,194.75
2031,guest_3160,hotel_377,0.12,167,146.96
2032,guest_3533,hotel_272,0.0,180,180.0
2033,guest_710,hotel_220,0.01,159,157.41
2034,guest_1675,hotel_334,0.01,83,82.17
2035,guest_1656,hotel_87,0.08,266,244.72
2036,guest_866,hotel_49,0.15,50,42.5
2037,guest_115,hotel_110,0.17,140,116.19999999999999
2038,guest_1534,hotel_379,0.18,263,215.66000000000003
2039,guest_2467,hotel_243,0.1,123,110.7
2040,guest_398,hotel_225,0.19,263,213.03
2041,guest_580,hotel_53,0.11,56,49.84
2042,guest_1643,hotel_28,0.16,104,87.36
2043,guest_568,hotel_308,0.06,269,252.85999999999999
2044,guest_2040,hotel_190,0.03,50,48.5
2045,guest_2536,hotel_172,0.17,132,109.55999999999999
2046,guest_1401,hotel_56,0.06,202,189.88
2047,guest_1541,hotel_50,0.13,208,180.96
2048,guest_3751,hotel_273,0.06,66,62.04
2049,guest_887,hotel_382,0.0,130,130.0
2050,guest_1100,hotel_389,0.14,98,84.28
2051,guest_1083,hotel_169,0.08,283,260.36
2052,guest_1753,hotel_83,0.04,208,199.68
2053,guest_2539,hotel_96,0.03,208,201.76
2054,guest_3876,hotel_385,0.02,228,223.44
2055,guest_1553,hotel_303,0.15,160,136.0
2056,guest_39,hotel_311,0.12,253,222.64000000000001
2057,guest_2677,hotel_224,0.14,76,65.36
2058,guest_1298,hotel_114,0.06,178,167.32
2059,guest_3405,hotel_320,0.06,56,52.64
2060,guest_3189,hotel_206,0.1,187,168.3
2061,guest_3768,hotel_132,0.12,192,168.96
2062,guest_3450,hotel_93,0.16,285,239.39999999999998
2063,guest_403,hotel_281,0.13,165,143.55
2064,guest_2189,hotel_266,0.02,169,165.62
2065,guest_1141,hotel_264,0.19,153,123.93
2066,guest_1730,hotel_25,0.09,213,193.83
2067,guest_2226,hotel_44,0.06,243,228.42
2068,guest_3885,hotel_38,0.02,135,132.3
2069,guest_3892,hotel_45,0.09,95,86.45
2070,guest_647,hotel_268,0.15,73,62.05
2071,guest_621,hotel_122,0.11,167,148.63
2072,guest_3099,hotel_49,0.18,50,41.0
2073,guest_3437,hotel_178,0.1,258,232.20000000000002
2074,guest_1411,hotel_17,0.05,121,114.94999999999999
2075,guest_2027,hotel_81,0.12,252,221.76
2076,guest_3611,hotel_40,0.11,98,87.22
2077,guest_3140,hotel_344,0.16,98,82.32
2078,guest_623,hotel_389,0.02,98,96.03999999999999
2079,guest_3634,hotel_183,0.07,154,143.22
2080,guest_3552,hotel_166,0.17,236,195.88
2081,guest_2831,hotel_392,0.01,210,207.9
2082,guest_899,hotel_375,0.06,268,251.92
2083,guest_986,hotel_26,0.05,55,52.25
2084,guest_3739,hotel_298,0.04,283,271.68
2085,guest_1132,hotel_58,0.18,120,98.4
2086,guest_1248,hotel_387,0.0,85,85.0
2087,guest_214,hotel_59,0.09,116,105.56
2088,guest_744,hotel_60,0.07,242,225.05999999999997
2089,guest_2233,hotel_241,0.07,82,76.25999999999999
2090,guest_2214,hotel_152,0.02,162,158.76
2091,guest_2110,hotel_83,0.13,208,180.96
2092,guest_2142,hotel_382,0.18,130,106.60000000000001
2093,guest_3415,hotel_6,0.03,58,56.26
2094,guest_1680,hotel_254,0.02,231,226.38
2095,guest_1026,hotel_207,0.17,128,106.24
2096,guest_1203,hotel_256,0.06,98,92.11999999999999
2097,guest_1192,hotel_109,0.19,67,54.27
2098,guest_1196,hotel_252,0.0,64,64.0
2099,guest_2851,hotel_346,0.04,175,168.0
2100,guest_1570,hotel_83,0.19,208,168.48000000000002
2101,guest_3846,hotel_368,0.06,249,234.05999999999997
2102,guest_1507,hotel_124,0.1,255,229.5
2103,guest_2438,hotel_185,0.15,273,232.04999999999998
2104,guest_3517,hotel_245,0.02,290,284.2
2105,guest_1638,hotel_366,0.04,120,115.19999999999999
2106,guest_3104,hotel_266,0.13,169,147.03
2107,guest_3416,hotel_231,0.1,285,256.5
2108,guest_2635,hotel_111,0.0,253,253.0
2109,guest_3825,hotel_67,0.07,197,183.20999999999998
2110,guest_242,hotel_372,0.11,203,180.67000000000002
2111,guest_578,hotel_31,0.02,198,194.04
2112,guest_1510,hotel_245,0.02,290,284.2
2113,guest_2355,hotel_384,0.09,126,114.66000000000001
2114,guest_1518,hotel_38,0.17,135,112.05
2115,guest_3585,hotel_229,0.02,246,241.07999999999998
2116,guest_934,hotel_115,0.03,244,236.68
2117,guest_1668,hotel_93,0.19,285,230.85000000000002
2118,guest_988,hotel_25,0.02,213,208.74
2119,guest_425,hotel_13,0.05,198,188.1
2120,guest_2541,hotel_59,0.02,116,113.67999999999999
2121,guest_320,hotel_306,0.07,203,188.79
2122,guest_3571,hotel_108,0.08,132,121.44000000000001
2123,guest_3990,hotel_182,0.12,176,154.88
2124,guest_443,hotel_282,0.09,241,219.31
2125,guest_1020,hotel_43,0.06,273,256.62
2126,guest_2263,hotel_193,0.12,179,157.52
2127,guest_726,hotel_277,0.12,281,247.28
2128,guest_3595,hotel_191,0.05,250,237.5
2129,guest_2659,hotel_106,0.08,297,273.24
2130,guest_961,hotel_24,0.07,53,49.29
2131,guest_2983,hotel_218,0.16,93,78.11999999999999
2132,guest_3179,hotel_372,0.15,203,172.54999999999998
2133,guest_3136,hotel_142,0.08,145,133.4
2134,guest_3834,hotel_97,0.11,288,256.32
2135,guest_412,hotel_371,0.01,168,166.32
2136,guest_2516,hotel_213,0.15,256,217.6
2137,guest_3015,hotel_78,0.12,149,131.12
2138,guest_1695,hotel_229,0.12,246,216.48
2139,guest_1821,hotel_326,0.04,232,222.72
2140,guest_2952,hotel_223,0.07,291,270.63
2141,guest_3379,hotel_374,0.16,176,147.84
2142,guest_3643,hotel_285,0.06,208,195.51999999999998
2143,guest_601,hotel_231,0.12,285,250.8
2144,guest_2415,hotel_58,0.17,120,99.6
2145,guest_2283,hotel_78,0.15,149,126.64999999999999
2146,guest_2345,hotel_21,0.05,212,201.39999999999998
2147,guest_2901,hotel_127,0.19,279,225.99
2148,guest_523,hotel_168,0.06,298,280.12
2149,guest_3112,hotel_192,0.13,95,82.65
2150,guest_1701,hotel_171,0.14,167,143.62
2151,guest_317,hotel_7,0.19,69,55.89
2152,guest_942,hotel_53,0.06,56,52.64
2153,guest_1355,hotel_89,0.0,200,200.0
2154,guest_3854,hotel_187,0.15,215,182.75
2155,guest_1324,hotel_395,0.05,211,200.45
2156,guest_3146,hotel_326,0.11,232,206.48
2157,guest_373,hotel_288,0.17,135,112.05
2158,guest_2694,hotel_53,0.17,56,46.48
2159,guest_3009,hotel_315,0.17,221,183.42999999999998
2160,guest_3787,hotel_125,0.03,117,113.49
2161,guest_2609,hotel_195,0.03,94,91.17999999999999
2162,guest_901,hotel_241,0.07,82,76.25999999999999
2163,guest_357,hotel_110,0.03,140,135.79999999999998
2164,guest_3232,hotel_294,0.19,140,113.4
2165,guest_3265,hotel_222,0.12,231,203.28
2166,guest_1487,hotel_32,0.1,172,154.8
2167,guest_930,hotel_291,0.12,107,94.16
2168,guest_2151,hotel_20,0.03,183,177.51
2169,guest_3992,hotel_304,0.0,140,140.0
2170,guest_2741,hotel_189,0.12,73,64.24
2171,guest_3600,hotel_379,0.02,263,257.74
2172,guest_3038,hotel_339,0.1,74,66.60000000000001
2173,guest_1749,hotel_314,0.06,277,260.38
2174,guest_3778,hotel_253,0.15,273,232.04999999999998
2175,guest_706,hotel_292,0.06,125,117.5
2176,guest_167,hotel_288,0.11,135,120.15
2177,guest_1870,hotel_40,0.02,98,96.03999999999999
2178,guest_2916,hotel_28,0.13,104,90.48
2179,guest_1605,hotel_65,0.04,226,216.95999999999998
2180,guest_247,hotel_182,0.09,176,160.16
2181,guest_136,hotel_364,0.17,176,146.07999999999998
2182,guest_1998,hotel_127,0.1,279,251.1
2183,guest_906,hotel_94,0.12,112,98.56
2184,guest_1965,hotel_378,0.0,194,194.0
2185,guest_2257,hotel_192,0.09,95,86.45
2186,guest_3650,hotel_2,0.11,92,81.88
2187,guest_1729,hotel_182,0.15,176,149.6
2188,guest_1568,hotel_338,0.08,133,122.36
2189,guest_1835,hotel_331,0.05,236,224.2
2190,guest_217,hotel_102,0.06,73,68.61999999999999
2191,guest_2997,hotel_105,0.09,132,120.12
2192,guest_2473,hotel_366,0.15,120,102.0
2193,guest_146,hotel_155,0.05,65,61.75
2194,guest_1760,hotel_114,0.09,178,161.98000000000002
2195,guest_2682,hotel_62,0.03,154,149.38
2196,guest_1894,hotel_374,0.15,176,149.6
2197,guest_905,hotel_370,0.1,229,206.1
2198,guest_155,hotel_38,0.05,135,128.25
2199,guest_2899,hotel_118,0.15,181,153.85
2200,guest_252,hotel_63,0.0,290,290.0
2201,guest_2571,hotel_161,0.14,193,165.98
2202,guest_436,hotel_89,0.14,200,172.0
2203,guest_921,hotel_306,0.17,203,168.48999999999998
2204,guest_2158,hotel_89,0.1,200,180.0
2205,guest_2500,hotel_288,0.07,135,125.55
2206,guest_3346,hotel_176,0.07,297,276.21
2207,guest_2492,hotel_373,0.07,261,242.73
2208,guest_3353,hotel_253,0.05,273,259.34999999999997
2209,guest_3396,hotel_311,0.12,253,222.64000000000001
2210,guest_2485,hotel_115,0.16,244,204.95999999999998
2211,guest_2139,hotel_17,0.06,121,113.74
2212,guest_1742,hotel_187,0.16,215,180.6
2213,guest_761,hotel_222,0.13,231,200.97
2214,guest_1673,hotel_54,0.04,238,228.48
2215,guest_3934,hotel_375,0.16,268,225.12
2216,guest_1087,hotel_199,0.08,240,220.8
